x y
-4.1 -7.64261907787485
-4.03959731543624 -3.57185204088357
-3.97919463087248 -6.32046897644415
-3.91879194630872 -8.1606200157008
-3.85838926174497 -5.14546034197905
-3.79798657718121 -1.91551131570469
-3.73758389261745 -1.97641279213529
-3.67718120805369 0.89525996171319
-3.61677852348993 3.87175962898811
-3.55637583892617 -0.576817632800501
-3.49597315436242 1.70736460351346
-3.43557046979866 4.59472867778508
-3.3751677852349 4.15702099314118
-3.31476510067114 3.69097042383296
-3.25436241610738 3.06879541078219
-3.19395973154362 4.16268837337003
-3.13355704697987 5.78619973517901
-3.07315436241611 5.6617547749548
-3.01275167785235 5.81323798738532
-2.95234899328859 0.645233098254419
-2.89194630872483 6.4598134578217
-2.83154362416107 4.44332665570726
-2.77114093959732 6.27038941842748
-2.71073825503356 2.94821260393678
-2.65033557046980 4.9129947079966
-2.58993288590604 4.84964637267245
-2.52953020134228 5.82939809516317
-2.46912751677852 3.94053815135827
-2.40872483221476 2.53996641421329
-2.34832214765101 2.21963494782737
-2.28791946308725 6.94864616355485
-2.22751677852349 2.74626641219388
-2.16711409395973 1.96155530158572
-2.10671140939597 -0.461102431905072
-2.04630872483221 1.78169080591320
-1.98590604026846 2.02304807059793
-1.92550335570470 -2.08984983391963
-1.86510067114094 -0.872164312032116
-1.80469798657718 0.243879764645366
-1.74429530201342 0.489328024939203
-1.68389261744966 0.232037612154074
-1.62348993288591 -0.0537149391302922
-1.56308724832215 4.84066757638964
-1.50268456375839 -1.07893211622246
-1.44228187919463 0.611462488309221
-1.38187919463087 -3.47851490689358
-1.32147651006711 -1.54308437706359
-1.26107382550336 -1.88735948807880
-1.20067114093960 -0.268652360878513
-1.14026845637584 -1.10600911626871
-1.07986577181208 -2.62851941564216
-1.01946308724832 -0.994044285731447
-0.959060402684563 -1.31999209763058
-0.898657718120805 -0.786709023606838
-0.838255033557047 -0.70519225134705
-0.777852348993288 0.0436848621731738
-0.71744966442953 -1.09574454478275
-0.657046979865771 -1.06178676410958
-0.596644295302013 -0.738407999366531
-0.536241610738255 -1.29043077612287
-0.475838926174496 -3.62631362725113
-0.415436241610738 -0.147550248438700
-0.355033557046979 0.0961581387109473
-0.294630872483221 0.99950492658474
-0.234228187919463 -0.0137569904234707
-0.173825503355704 -4.0309869557871
-0.113422818791946 0.751333716977624
-0.0530201342281877 1.50259173696547
0.00738255033557067 -0.842772503231506
0.0677852348993291 0.523119330039084
0.128187919463087 0.22922173655548
0.188590604026846 0.42696743299099
0.248993288590604 -0.277345875687681
0.309395973154363 -1.24005438338614
0.369798657718121 1.38276530654666
0.430201342281880 0.936193460383208
0.490604026845638 0.0615762184174888
0.551006711409396 0.742964310499474
0.611409395973155 1.52512654305017
0.671812080536913 0.740692487748705
0.732214765100672 -4.19585825521045
0.79261744966443 1.69551964746937
0.853020134228188 0.426422941140932
0.913422818791947 2.30047872032263
0.973825503355705 2.84857705377526
1.03422818791946 -0.708265206996091
1.09463087248322 1.41361290511918
1.15503355704698 5.02110912746105
1.21543624161074 2.04399311114539
1.27583892617450 1.01362651876374
1.33624161073826 2.25607558303504
1.39664429530201 1.50858709125026
1.45704697986577 2.33283318720317
1.51744966442953 0.294983603660666
1.57785234899329 2.50442591549220
1.63825503355705 1.22552494188990
1.69865771812081 -0.617203819148356
1.75906040268456 2.3724156256173
1.81946308724832 -0.182638780398207
1.87986577181208 0.873749076165977
1.94026845637584 -1.27828639511237
2.0006711409396 0.969030813283392
2.06107382550336 -0.802581954804254
2.12147651006712 -2.61238098419903
2.18187919463087 0.554280701270244
2.24228187919463 -2.54022194144823
2.30268456375839 -2.38212524357836
2.36308724832215 -4.55963863476199
2.42348993288591 -3.08834007544882
2.48389261744966 -4.9172292378125
2.54429530201342 -3.20232043262845
2.60469798657718 -4.28177212955365
2.66510067114094 -5.76710654783154
2.7255033557047 -4.59317104920367
2.78590604026846 -7.0766389636904
2.84630872483222 -5.860117931769
2.90671140939597 -3.28800489446484
2.96711409395973 -4.17091116256546
3.02751677852349 -3.81794855833111
3.08791946308725 -6.28746891906002
3.14832214765101 -4.86502615439935
3.20872483221477 -3.72231489436211
3.26912751677852 -4.35046510707668
3.32953020134228 -3.16408882624349
3.38993288590604 -2.56665744750258
3.4503355704698 -5.28457938760383
3.51073825503356 -1.05505468296463
3.57114093959732 -1.15803551646657
3.63154362416107 -0.406320211419215
3.69194630872483 -0.297378396660623
3.75234899328859 0.339426407474599
3.81275167785235 3.00535411334056
3.87315436241611 -1.02294499393552
3.93355704697987 4.9236165539141
3.99395973154362 5.84913111583557
4.05436241610738 3.12246053117923
4.11476510067114 5.69038442927712
4.1751677852349 6.26672456225408
4.23557046979866 7.41773342414681
4.29597315436242 8.48498631477785
4.35637583892617 1.63914213357204
4.41677852348993 11.7893016187539
4.47718120805369 9.02416652352794
4.53758389261745 11.5653498917842
4.59798657718121 8.47199778560025
4.65838926174497 9.10119427419486
4.71879194630873 7.61064193460315
4.77919463087248 7.72054818645347
4.83959731543624 7.84942368785637
4.9 7.41344437639738
